59486;1
59487;1
59489;1
59497;1
59499;1
59501;1
59507;1
59508;1
59509;1
59512;1
59513;1
59516;1
59522;1
59523;1
59524;1
59527;1
59532;1
59535;1
59536;1
59538;1
59539;1
59540;1
59546;1
59550;1
59551;1
59553;1
59560;1
59566;1
59568;1
59569;1
59570;1
59574;1
59576;1
59577;1
59578;1
59579;1
59580;1
59581;1
59582;1
59585;1
59586;1
59587;1
59588;1
59590;1
59592;1
59596;1
59598;1
59599;1
59600;1
59602;1
59605;1
59609;1
59611;1
59615;1
59620;1
59628;1
59629;1
59630;1
59634;1
59636;1
59637;1
59638;1
59641;1
59642;1
59643;1
59646;1
59647;1
59648;1
59650;1
59653;1
59654;1
59655;1
59656;1
59657;1
59658;1
59660;1
59662;1
59663;1
59664;1
59665;1
59666;1
59667;1
59668;1
59669;1
59670;1
59001;2
59002;2
59003;2
59006;2
59010;2
59012;2
59014;2
59019;2
59021;2
59023;2
59027;2
59031;2
59032;2
59033;2
59035;2
59036;2
59037;2
59038;2
59039;2
59041;2
59045;2
59047;2
59048;2
59049;2
59050;2
59053;2
59055;2
59057;2
59058;2
59059;2
59060;2
59061;2
59062;2
59063;2
59064;2
59065;2
59066;2
59068;2
59069;2
59070;2
59072;2
59074;2
59075;2
59076;2
59077;2
59078;2
59079;2
59081;2
59085;2
59092;2
59093;2
59097;2
59099;2
59100;2
59101;2
59102;2
59103;2
59104;2
59108;2
59109;2
59112;2
59114;2
59116;2
59118;2
59121;2
59122;2
59125;2
59127;2
59132;2
59134;2
59136;2
59137;2
59138;2
59139;2
59140;2
59141;2
59142;2
59144;2
59147;2
59148;2
59149;2
59151;2
59153;2
59157;2
59160;2
59161;2
59164;2
59166;2
59167;2
59169;2
59171;2
59172;2
59174;2
59175;2
59176;2
59177;2
59179;2
59181;2
59186;2
59187;2
59188;2
59190;2
59191;2
59192;2
59194;2
59198;2
59204;2
59205;2
59206;2
59207;2
59209;2
59213;2
59215;2
59216;2
59217;2
59218;2
59219;2
59221;2
59223;2
59225;2
59226;2
59229;2
59230;2
59231;2
59232;2
59233;2
59236;2
59238;2
59240;2
59241;2
59242;2
59243;2
59244;2
59246;2
59249;2
59251;2
59253;2
59255;2
59259;2
59261;2
59264;2
59265;2
59267;2
59269;2
59270;2
59274;2
59277;2
59283;2
59284;2
59285;2
59287;2
59288;2
59289;2
59290;2
59291;2
59292;2
59294;2
59296;2
59297;2
59300;2
59301;2
59302;2
59306;2
59310;2
59311;2
59312;2
59313;2
59315;2
59321;2
59322;2
59323;2
59324;2
59325;2
59331;2
59333;2
59335;2
59341;2
59342;2
59344;2
59347;2
59348;2
59349;2
59351;2
59353;2
59357;2
59361;2
59363;2
59365;2
59369;2
59370;2
59372;2
59374;2
59377;2
59381;2
59382;2
59383;2
59384;2
59385;2
59387;2
59389;2
59391;2
59392;2
59393;2
59394;2
59395;2
59396;2
59403;2
59405;2
59406;2
59407;2
59412;2
59413;2
59415;2
59418;2
59420;2
59422;2
59424;2
59425;2
59428;2
59429;2
59430;2
59432;2
59434;2
59438;2
59439;2
59440;2
59441;2
59442;2
59444;2
59445;2
59446;2
59447;2
59450;2
59451;2
59455;2
59459;2
59461;2
59464;2
59465;2
59467;2
59468;2
59471;2
59472;2
59473;2
59474;2
59475;2
59476;2
59479;2
59480;2
59481;2
59483;2
59484;2
59485;2
59488;2
59490;2
59491;2
59492;2
59493;2
59494;2
59495;2
59496;2
59498;2
59500;2
59502;2
59503;2
59504;2
59505;2
59506;2
59511;2
59514;2
59515;2
59517;2
59518;2
59519;2
59520;2
59521;2
59525;2
59526;2
59528;2
59529;2
59530;2
59531;2
59533;2
59534;2
59537;2
59541;2
59542;2
59543;2
59544;2
59545;2
59547;2
59548;2
59549;2
59552;2
59554;2
59555;2
59556;2
59557;2
59558;2
59559;2
59562;2
59563;2
59564;2
59565;2
59567;2
59571;2
59572;2
59573;2
59575;2
59583;2
59584;2
59589;2
59591;2
59593;2
59594;2
59595;2
59597;2
59601;2
59603;2
59604;2
59606;2
59607;2
59608;2
59610;2
59612;2
59613;2
59614;2
59616;2
59617;2
59618;2
59619;2
59622;2
59623;2
59624;2
59625;2
59626;2
59627;2
59631;2
59632;2
59633;2
59635;2
59639;2
59640;2
59645;2
59649;2
59651;2
59652;2
59659;2
59661;2
75001;4
75002;4
75003;4
75004;4
75009;4
75010;4
75101;4
75102;4
75103;4
75104;4
75109;4
75110;4
75011;5
75012;5
75019;5
75020;5
75111;5
75112;5
75119;5
75120;5
75008;6
75017;6
75018;6
75108;6
75117;6
75118;6
75007;7
75015;7
75016;7
75107;7
75115;7
75116;7
75005;8
75006;8
75013;8
75014;8
75105;8
75106;8
75113;8
75114;8
92004;1
92009;1
92024;1
92025;1
92026;1
92035;1
92036;1
92044;1
92050;1
92051;1
92062;1
92063;1
92073;1
92078;1
92002;2
92007;2
92012;2
92014;2
92019;2
92020;2
92022;2
92023;2
92032;2
92033;2
92040;2
92046;2
92047;2
92048;2
92049;2
92060;2
92064;2
92071;2
92072;2
92075;2
92076;2
92077;2
97101;1
97102;1
97103;1
97104;1
97105;1
97106;1
97107;1
97108;1
97109;1
97110;1
97111;1
97112;1
97113;1
97114;1
97115;1
97116;1
97117;1
97118;1
97119;1
97120;1
97121;1
97122;1
97123;1
97124;1
97125;1
97126;1
97127;1
97128;1
97129;1
97130;1
97131;1
97132;1
97133;1
97134;1
97201;2
97202;2
97203;2
97204;2
97205;2
97206;2
97207;2
97208;2
97209;2
97210;2
97211;2
97212;2
97213;2
97214;2
97215;2
97216;2
97217;2
97218;2
97219;2
97220;2
97221;2
97222;2
97223;2
97224;2
97225;2
97226;2
97227;2
97228;2
97229;2
97230;2
97231;2
97232;2
97233;2
97234;2
97301;3
97302;3
97303;3
97304;3
97305;3
97306;3
97307;3
97308;3
97309;3
97310;3
97311;3
97312;3
97313;3
97314;3
97352;3
97353;3
97356;3
97357;3
97358;3
97360;3
97361;3
97362;3
97401;4
97402;4
97403;4
97404;4
97405;4
97406;4
97407;4
97408;4
97409;4
97410;4
97411;4
97412;4
97413;4
97414;4
97415;4
97416;4
97417;4
97418;4
97419;4
97420;4
97421;4
97422;4
97423;4
97424;4
97601;6
97602;6
97603;6
97604;6
97605;6
97606;6
97607;6
97608;6
97609;6
97610;6
97611;6
97612;6
97613;6
97614;6
97615;6
97616;6
97617;6
